Cluster,Penetration,Monkey Name,Effect Size,Layers,Baseline Classification,Evoked Classification,Baseline p-value,Evoked p-value,Baseline High Firing Rate,Baseline Low Firing Rate,Evoked High Firing Rate,Evoked Low Firing Rate
315,5/23/2024,Sansa,1.038410596,,no effect,no effect,0.6778406603957132,0.7512010400806619,0.676923077,0.7615384615384615,6.030769230769231,5.8076923076923075
316,5/23/2024,Sansa,1.0911371237458194,,no effect,no effect,0.5242645917570878,0.2892841821605267,1.3153846153846154,1.5076923076923077,10.038461538461538,9.2
317,5/23/2024,Sansa,1.0527912621359223,,no effect,no effect,0.7406629593968653,0.44914922518953737,3.9615384615384617,3.8,13.346153846153847,12.676923076923076
318,5/23/2024,Sansa,1.2727272727272727,,no effect,up,0.2878760880392121,0.001415036,2.1307692307692307,1.8461538461538463,7.323076923076923,5.753846153846154
321,5/23/2024,Sansa,0.8362831858407079,,no effect,no effect,0.8050773034484565,0.4452502632994061,0.676923077,0.6461538461538462,1.4538461538461538,1.7384615384615385
327,5/23/2024,Sansa,0.9888392857142856,,no effect,no effect,0.4589824948205108,0.896513942,2.976923076923077,2.776923076923077,3.4076923076923076,3.4461538461538463
348,5/23/2024,Sansa,2.626666666666667,,up,up,0.000235729,0.00150032,3.123076923076923,0.7692307692307693,3.0307692307692307,1.1538461538461537
350,5/23/2024,Sansa,2.5448275862068965,,up,up,0.00071915,0.000102691,2.207692307692308,0.9076923076923077,2.8384615384615386,1.1153846153846154
357,5/23/2024,Sansa,1.269485903814262,,no effect,up,0.1541419754085057,0.021946860127691325,13.6,11.015384615384615,11.776923076923078,9.276923076923078
362,5/23/2024,Sansa,0.7907761529808774,,no effect,no effect,0.7985190480463584,0.21661886132198638,4.1923076923076925,4.6461538461538465,5.407692307692308,6.838461538461538
364,5/23/2024,Sansa,0.9483726150392817,,down,no effect,0.021520307948634524,0.49196668366448615,4.915384615384616,6.884615384615385,13,13.707692307692307
365,5/23/2024,Sansa,0.9693654266958425,,no effect,no effect,0.9710874489508522,0.8349120070030229,1.823076923076923,1.8,3.4076923076923076,3.5153846153846153
369,5/23/2024,Sansa,0.9778523489932885,,no effect,no effect,0.9166884800731496,0.7997333232737889,7.069230769230769,7.2384615384615385,11.207692307692307,11.461538461538462
3,5/28/2024,Sansa,1.0755555555555556,,no effect,no effect,0.1949447752116312,0.32258289602784984,6.081632653061225,4.8979591836734695,24.693877551020407,22.959183673469386
5,5/28/2024,Sansa,1.0168569874932027,,no effect,no effect,0.9750804660748397,0.8197620073701981,7.632653061,7.591836734693878,38.16326530612245,37.53061224489796
6,5/28/2024,Sansa,1.0651629072681705,,no effect,no effect,0.4366309708234226,0.3985253259391135,4.346938775510204,3.979591836734694,8.673469387755102,8.142857142857142
16,5/28/2024,Sansa,0.9780821917808219,,no effect,no effect,0.12039025324494095,0.7819912217206881,4.367346939,3.9183673469387754,7.285714285714286,7.448979591836735
44,5/28/2024,Sansa,1.0213625866050808,,no effect,no effect,0.4490003296834921,0.8510188395475062,3.367346939,4.142857142857143,36.10204081632653,35.34693878
59,5/28/2024,Sansa,1.0471014492753623,,no effect,no effect,0.6720136992994904,0.5624049061582856,6.653061224489796,6.857142857142857,5.8979591836734695,5.632653061
60,5/28/2024,Sansa,0.9671232876712328,,no effect,no effect,0.750144772,0.6843636880208677,8.061224489795919,8.244897959183673,7.204081632653061,7.448979591836735
63,5/28/2024,Sansa,0.8787061994609164,,no effect,no effect,0.13255901690651348,0.29956170015453903,2.326530612244898,3.020408163265306,6.653061224489796,7.571428571428571
66,5/28/2024,Sansa,0.9153153153153153,,down,no effect,0.009178174,0.33764521700742056,5.938775510204081,7.877551020408164,20.73469387755102,22.653061224489797
74,5/28/2024,Sansa,1.0202788339670468,,no effect,no effect,0.3069527600299234,0.8160468601342172,5.285714285714286,5.979591836734694,16.428571428571427,16.102040816326532
76,5/28/2024,Sansa,0.8369152970922883,,no effect,no effect,0.20155743770033924,0.11823087297978299,5.285714285714286,6.244897959183674,13.510204081632653,16.142857142857142
82,5/28/2024,Sansa,0.8847980997624703,,no effect,no effect,0.5246436995674264,0.2603863390155002,3.9591836734693877,4.632653061,15.204081632653061,17.183673469387756
84,5/28/2024,Sansa,0.8026013771996939,,no effect,down,0.174169461,0.014660518292737757,13.040816326530612,15.551020408163266,21.408163265306122,26.67346939
87,5/28/2024,Sansa,0.738488271,,no effect,down,0.15307901397068258,0.01804834,13.306122448979592,16.46938775510204,17.346938775510203,23.489795918367346
88,5/28/2024,Sansa,1.0380434782608696,,no effect,no effect,0.7591226680702242,0.6149255600826313,10.142857142857142,9.979591836734693,11.693877551020408,11.26530612244898
89,5/28/2024,Sansa,0.7738231917336394,,no effect,down,0.38555474996499295,0.007020607,13.204081632653061,14.326530612244898,13.755102040816327,17.775510204081634
90,5/28/2024,Sansa,0.9186140209508461,,no effect,no effect,0.3280913239882537,0.1936481694324691,20.836734693877553,22.163265306122447,23.26530612244898,25.32653061
91,5/28/2024,Sansa,0.9081272084805654,,no effect,no effect,0.9641615802822437,0.2867585183694082,13.979591836734693,14.040816326530612,15.73469387755102,17.32653061
93,5/28/2024,Sansa,0.9559939301972686,,no effect,no effect,0.5778343881636263,0.5612980247681107,13.16326530612245,13.938775510204081,25.714285714285715,26.897959183673468
111,5/28/2024,Sansa,1.0038610038610039,,no effect,no effect,0.9471053747612344,0.9658759106099868,2.6122448979591835,2.6530612244897958,10.612244897959183,10.571428571428571
112,5/28/2024,Sansa,0.9113355780022447,,no effect,no effect,0.4349553516619453,0.24527989850561166,8.755102040816327,9.632653061,16.571428571428573,18.183673469387756
115,5/28/2024,Sansa,0.9656488549618321,,down,no effect,0.015392401020063246,0.5985220536559226,11.081632653061224,12.89795918367347,10.326530612244898,10.693877551020408
133,5/28/2024,Sansa,0.9334677419354838,,down,no effect,0.007465778,0.4272142270749467,9.469387755,11.89795918367347,9.448979591836734,10.122448979591837
138,5/28/2024,Sansa,1.1923076923076923,,no effect,no effect,0.082559504,0.3953742921883402,1.6122448979591837,2.122448979591837,3.795918367346939,3.183673469387755
144,5/28/2024,Sansa,1.0782918149466192,,no effect,no effect,0.588447452,0.36568170217895857,5.408163265306122,5.163265306122449,6.183673469387755,5.734693878
145,5/28/2024,Sansa,1.312883435582822,,up,up,0.007123031,0.024830369758824394,4.612244897959184,3.5306122448979593,4.367346939,3.326530612244898
150,5/28/2024,Sansa,0.9905660377358492,,no effect,no effect,0.5207280403206838,0.911896187,7.428571428571429,6.979591836734694,6.428571428571429,6.489795918367347
151,5/28/2024,Sansa,1.171907756813417,,no effect,up,0.20545237491035134,0.038389784084100126,11.755102040816327,10.795918367346939,11.408163265306122,9.734693878
152,5/28/2024,Sansa,1.0773809523809523,,no effect,no effect,0.9675134418606519,0.5077340492685792,3.326530612244898,3.306122448979592,3.693877551020408,3.4285714285714284
156,5/28/2024,Sansa,0.9576271186440678,,no effect,no effect,0.2535003522070738,0.5932087673799302,5.795918367346939,5.367346939,4.612244897959184,4.816326530612245
160,5/28/2024,Sansa,0.9802371541501976,,no effect,no effect,0.7674127148954039,0.7441081118861091,10.938775510204081,10.755102040816327,10.122448979591837,10.326530612244898
164,5/28/2024,Sansa,1.2,,no effect,no effect,0.066854213,0.23463548856962022,2.4285714285714284,1.8979591836734695,1.9591836734693877,1.6326530612244898
169,5/28/2024,Sansa,1.1904761904761905,,no effect,no effect,0.4048007905974941,0.076888067,4.3061224489795915,3.9591836734693877,4.081632653061225,3.4285714285714284
171,5/28/2024,Sansa,1.125,,no effect,no effect,0.43044475580134645,0.27937790277018454,4.326530612244898,4.653061224489796,3.489795918367347,3.1020408163265305
173,5/28/2024,Sansa,1.100200400801603,,no effect,no effect,0.3022717041774042,0.1546763624939484,9.102040816,9.836734694,11.204081632653061,10.183673469387756
179,5/28/2024,Sansa,1.1628440366972477,,no effect,up,0.062967264,0.023217425,11.857142857142858,10.428571428571429,10.346938775510203,8.897959184
182,5/28/2024,Sansa,1.0599999999999998,,no effect,no effect,0.3370058606532781,0.4553711659021241,6.081632653061225,6.591836734693878,5.408163265306122,5.1020408163265305
185,5/28/2024,Sansa,0.8975409836065573,,down,no effect,0.042348232,0.3355395131541473,3.510204081632653,4.816326530612245,4.469387755102041,4.979591836734694
186,5/28/2024,Sansa,1.1464285714285714,,up,up,0.001351614,0.048740762,12.183673469387756,9.183673469387756,13.10204081632653,11.428571428571429
190,5/28/2024,Sansa,0.9769585253456221,,down,no effect,0.034192369,0.8080787120259604,2.9183673469387754,3.7551020408163267,4.326530612244898,4.428571428571429
207,5/28/2024,Sansa,1.140672782874618,,no effect,no effect,0.072861546,0.15618446938033095,6.428571428571429,5.244897959183674,7.612244897959184,6.673469387755102
216,5/28/2024,Sansa,1.2874999999999999,,no effect,up,0.3809263675809169,0.003668766,8.163265306,8.938775510204081,12.612244897959183,9.795918367346939
218,5/28/2024,Sansa,1.2519685039370079,,no effect,up,0.7316977297534466,0.015913894347993195,8.204081632653061,8.551020408163266,12.979591836734693,10.36734693877551
220,5/28/2024,Sansa,1.143198090692124,,no effect,no effect,0.9354502844469986,0.18835569567815003,5.938775510204081,6,9.775510204081632,8.551020408163266
222,5/28/2024,Sansa,0.935897436,,no effect,no effect,1,0.6030410462866767,2.4693877551020407,2.4693877551020407,5.959183673469388,6.367346939
223,5/28/2024,Sansa,1.2616216216216216,,no effect,up,0.5530602843496069,0.002711299,14.387755102040817,13.653061224489797,23.816326530612244,18.877551020408163
225,5/28/2024,Sansa,1.2663755458515285,,no effect,up,0.067414469,0.043003804,3.4489795918367347,2.632653061,5.918367346938775,4.673469387755102
229,5/28/2024,Sansa,1.19375,,no effect,up,0.8089718274383533,0.034504006,10.83673469387755,10.551020408163266,23.387755102040817,19.591836734693878
230,5/28/2024,Sansa,1.2530120481927711,,no effect,up,0.4162819812831636,0.027929785,3.1020408163265305,2.7346938775510203,4.244897959183674,3.3877551020408165
234,5/28/2024,Sansa,0.9655172413793104,,up,no effect,0.033599722,0.7664152628180452,2.857142857142857,2.2244897959183674,2.857142857142857,2.9591836734693877
243,5/28/2024,Sansa,1.2293497363796133,,no effect,no effect,0.9734539254759094,0.071993945,8.632653061,8.693877551020408,28.551020408163264,23.224489795918366
244,5/28/2024,Sansa,1.0807833537331701,,no effect,no effect,0.4273211477814224,0.48806415820645854,10.040816326530612,8.387755102040817,36.04081632653061,33.34693878
247,5/28/2024,Sansa,1.1571194762684125,,no effect,no effect,0.43638028590245603,0.3368090795061449,3.2244897959183674,2.5510204081632653,14.428571428571429,12.46938775510204
250,5/28/2024,Sansa,1.069060773480663,,no effect,no effect,0.7852576073607029,0.32545228798141157,24.32653061,24.857142857142858,31.591836734693878,29.551020408163264
251,5/28/2024,Sansa,0.9358437935843794,,no effect,no effect,0.4859155638729812,0.37303549613641285,15.979591836734693,16.79591836734694,13.693877551020408,14.63265306122449
253,5/28/2024,Sansa,0.8511560693641619,,no effect,no effect,0.8621656842439003,0.11601645700650964,12.795918367346939,13,12.020408163265307,14.122448979591837
256,5/28/2024,Sansa,1.0973025048169558,,no effect,no effect,0.3711127886906197,0.15264653675840217,24.714285714285715,23.428571428571427,23.244897959183675,21.183673469387756
258,5/28/2024,Sansa,3.0625000000000004,,up,up,0.006173352,0.000216255,5.408163265306122,2.4081632653061225,8,2.6122448979591835
259,5/28/2024,Sansa,1.1626591230551628,,no effect,no effect,0.2866044651376292,0.053061164,15.061224489795919,13.755102040816327,16.775510204081634,14.428571428571429
261,5/28/2024,Sansa,1.0487465181058495,,no effect,no effect,0.4397277181664173,0.571251245,14.16326530612245,13.285714285714286,15.36734693877551,14.653061224489797
263,5/28/2024,Sansa,1.1482758620689655,,no effect,no effect,0.053952142239512536,0.18882920669507777,10.346938775510203,8.081632653061224,13.591836734693878,11.83673469387755
264,5/28/2024,Sansa,1.2811387900355873,,no effect,no effect,0.6420377197798706,0.1120259959060659,6.918367346938775,6.428571428571429,14.693877551020408,11.46938775510204
276,5/28/2024,Sansa,1.1005291005291005,,no effect,no effect,0.5111332887790287,0.3931547476803866,7.285714285714286,7.959183673469388,12.73469387755102,11.571428571428571
277,5/28/2024,Sansa,1.025706940874036,,no effect,no effect,0.12130012555938711,0.7124529593529414,8.204081632653061,9.142857142857142,8.142857142857142,7.938775510204081
279,5/28/2024,Sansa,1.0398230088495575,,no effect,no effect,0.6427608711337853,0.5941376766958777,5.714285714285714,5.510204081632653,4.795918367346939,4.612244897959184
281,5/28/2024,Sansa,1.376940133037694,,no effect,no effect,0.24035059712735496,0.053358692,4.673469387755102,3.2448979591836733,12.673469387755102,9.204081632653061
285,5/28/2024,Sansa,0.9400000000000001,,no effect,no effect,0.5690451003460859,0.7478127545966156,1.3877551020408163,1.1428571428571428,5.755102040816326,6.122448979591836
290,5/28/2024,Sansa,1.0984455958549224,,no effect,no effect,0.8057184536755976,0.6725994214480777,2.061224489795918,1.9183673469387754,8.653061224489797,7.877551020408164
299,5/28/2024,Sansa,1.305327868852459,,no effect,no effect,0.8688033046083627,0.21060854705078474,3.061224489795918,2.816326530612245,26,19.918367346938776
314,5/28/2024,Sansa,1.2385685884691848,,no effect,no effect,0.9051060739510544,0.22784104370367042,1.489795918367347,1.5714285714285714,12.714285714285714,10.26530612244898
322,5/28/2024,Sansa,1.0472175379426645,,no effect,no effect,0.573864595,0.7702265178902398,3.5918367346938775,3.0816326530612246,12.673469387755102,12.10204081632653
323,5/28/2024,Sansa,1.7278106508875741,,no effect,up,0.097422465,0.000700097,2.163265306122449,1.469387755102041,5.959183673469388,3.4489795918367347
0,5/29/2024,Sansa,0.913884007,,no effect,no effect,0.11886160630073142,0.099966525,1.5833333333333333,2.212121212121212,15.757575757575758,17.242424242424242
1,5/29/2024,Sansa,0.9682607763242547,,no effect,no effect,0.4520697921963075,0.5173098562952823,4.674242424242424,5.21969697,34.20454545454545,35.32575757575758
2,5/29/2024,Sansa,0.9666666666666666,,no effect,no effect,0.5692475387798038,0.7798003040711883,1.0075757575757576,0.8863636363636364,2.4166666666666665,2.5
4,5/29/2024,Sansa,0.9661339421613393,,no effect,no effect,0.3994417417206291,0.4714215980456332,5.659090909090909,6.454545454545454,38.46969696969697,39.81818181818182
8,5/29/2024,Sansa,1.006993006993007,,up,no effect,0.033160743,0.9408650571725408,1.3257575757575757,0.9772727272727273,2.1818181818181817,2.1666666666666665
9,5/29/2024,Sansa,1.0130841121495329,,no effect,no effect,0.42370698593658696,0.7537625886233825,9.583333333333334,8.909090909090908,32.84848484848485,32.42424242424242
11,5/29/2024,Sansa,1.0305466237942122,,no effect,no effect,0.35283845699514227,0.5939337207537163,1.7121212121212122,1.5227272727272727,4.856060606060606,4.712121212121212
16,5/29/2024,Sansa,0.9695431472081218,,no effect,no effect,0.19722607798375036,0.5537489709671741,4.886363636363637,6.128787878787879,30.386363636363637,31.34090909090909
19,5/29/2024,Sansa,0.9433922111087465,,no effect,no effect,0.11870723815708624,0.2758206718250703,3.1666666666666665,4.507575757575758,33.583333333333336,35.59848484848485
24,5/29/2024,Sansa,0.9828326180257512,,no effect,no effect,0.18884578767966106,0.7746302207863546,2.5833333333333335,3.507575757575758,26.022727272727273,26.477272727272727
28,5/29/2024,Sansa,1.0839064649243466,,no effect,no effect,0.4328471152599954,0.2767761399590698,1.356060606060606,1.5151515151515151,5.96969697,5.507575757575758
29,5/29/2024,Sansa,0.924834193,,no effect,no effect,0.16635720376989974,0.19016314258748074,1.871212121212121,2.477272727272727,19.015151515151516,20.560606060606062
31,5/29/2024,Sansa,0.9806990088680229,,no effect,no effect,0.31955295715621984,0.7495906873185032,2.2045454545454546,2.742424242424242,28.484848484848484,29.045454545454547
33,5/29/2024,Sansa,1.2717770034843205,,up,up,0.004480313,0.000701142,2.272727272727273,1.5227272727272727,5.53030303,4.348484848484849
35,5/29/2024,Sansa,0.8835170340681362,,no effect,down,0.11768077799669921,0.032300402740820376,2.5,3.2196969696969697,26.71969696969697,30.242424242424242
40,5/29/2024,Sansa,0.956726987,,no effect,no effect,0.10040792163470325,0.47076550842431786,3.628787878787879,4.3106060606060606,18.424242424242426,19.257575757575758
48,5/29/2024,Sansa,1.0330290010741139,,no effect,no effect,0.2678096537033377,0.43771966365142834,5.257575757575758,6.159090909090909,29.143939393939394,28.21212121212121
49,5/29/2024,Sansa,1.0933125972006221,,no effect,no effect,0.2877770897749725,0.12220258372453893,0.9924242424242424,1.1818181818181819,5.325757575757576,4.871212121212121
50,5/29/2024,Sansa,1.0973075106282475,,no effect,up,0.2479688156754148,0.046864551010580374,3.628787878787879,4.325757575757576,17.598484848484848,16.03787878787879
53,5/29/2024,Sansa,1.1495170096598066,,no effect,up,0.3421855555848178,0.025127894483288966,9.287878787878787,8.280303030303031,20.734848484848484,18.03787878787879
55,5/29/2024,Sansa,1.1517857142857144,,no effect,up,0.093024178,0.015851978,1.946969696969697,2.522727272727273,9.772727272727273,8.484848484848484
56,5/29/2024,Sansa,1.0024081878386513,,no effect,no effect,0.44220480712354093,0.9660365111939686,5.992424242424242,6.575757575757576,12.613636363636363,12.583333333333334
57,5/29/2024,Sansa,1.1747052518756698,,no effect,up,0.13849074426222807,0.043561064,3.3106060606060606,3.9318181818181817,8.303030303030303,7.068181818181818
58,5/29/2024,Sansa,1.1227830832196453,,no effect,up,0.5450749037804805,0.034431329,3.409090909090909,3.5757575757575757,6.234848484848484,5.553030303030303
61,5/29/2024,Sansa,1.0331850838179952,,down,no effect,0.034597386,0.44485521995223476,10.424242424242424,12.712121212121213,22.87878787878788,22.143939393939394
62,5/29/2024,Sansa,0.9742388758782201,,no effect,no effect,0.2775705137518015,0.6125968920222387,8.924242424242424,8.568181818181818,6.303030303030303,6.46969697
63,5/29/2024,Sansa,0.8797468354430379,,no effect,no effect,0.5250439254481536,0.2853582794653774,1.2575757575757576,1.1515151515151516,2.106060606060606,2.393939393939394
64,5/29/2024,Sansa,0.982716049,,no effect,no effect,0.5546284989293402,0.7506062309894597,7.325757575757576,7.121212121212121,6.03030303,6.136363636363637
65,5/29/2024,Sansa,1.0396825396825395,,no effect,no effect,0.2872373598657793,0.6837822062644503,0.7575757575757576,0.8939393939393939,1.9848484848484849,1.9090909090909092
71,5/29/2024,Sansa,1.010791366906475,,no effect,no effect,0.41897376375458106,0.859973652,4.916666666666667,5.333333333333333,8.515151515151516,8.424242424242424
72,5/29/2024,Sansa,0.9039735099337748,,no effect,no effect,0.5715403007246669,0.24064094845444492,2.484848484848485,2.371212121212121,2.0681818181818183,2.287878787878788
73,5/29/2024,Sansa,0.9894559257697175,,no effect,no effect,0.5747640845410619,0.8129711879668657,12.515151515151516,12.893939393939394,17.772727272727273,17.96212121212121
74,5/29/2024,Sansa,0.77734375,,no effect,down,0.4328314854752433,0.028355165627617168,2.1136363636363638,2.257575757575758,1.5075757575757576,1.9393939393939394
76,5/29/2024,Sansa,0.9595959595959597,,up,no effect,0.001377952,0.6381349077488605,5.886363636363637,5.045454545454546,3.5984848484848486,3.75
77,5/29/2024,Sansa,0.973882606,,no effect,no effect,0.8320091976935116,0.47058081882124536,22.015151515151516,21.825757575757574,27.401515151515152,28.136363636363637
78,5/29/2024,Sansa,0.7970297029702971,,no effect,no effect,0.2855915197657485,0.15889756610418973,1.9393939393939394,1.6893939393939394,1.2196969696969697,1.5303030303030303
79,5/29/2024,Sansa,0.8461538461538461,,no effect,no effect,0.8787056275326186,0.28233629825355416,1.0909090909090908,1.0606060606060606,1.5,1.7727272727272727
80,5/29/2024,Sansa,0.9706601466992665,,up,no effect,0.047953724625719216,0.7692201323072355,5.128787878787879,4.583333333333333,3.007575757575758,3.0984848484848486
81,5/29/2024,Sansa,0.8241758241758241,,no effect,no effect,0.5134687850849388,0.2444003279054102,0.8106060606060606,0.7272727272727273,0.5681818181818182,0.6893939393939394
82,5/29/2024,Sansa,0.9000000000000001,,no effect,no effect,0.6762817944910446,0.4162999348606925,1.1666666666666667,1.2348484848484849,1.6363636363636365,1.8181818181818181
83,5/29/2024,Sansa,0.929539295,,no effect,no effect,0.1405429070415437,0.1596958547797339,8.553030303030303,9.431818181818182,12.992424242424242,13.977272727272727
89,5/29/2024,Sansa,0.9274795591894773,,no effect,no effect,0.26374677775232486,0.11145059970582301,8.810606061,9.575757575757576,19.765151515151516,21.310606060606062
90,5/29/2024,Sansa,1.088681446907818,,no effect,no effect,0.22699205857627774,0.11572611052940925,0.946969697,1.2424242424242424,7.068181818181818,6.492424242424242
92,5/29/2024,Sansa,1.046362098138748,,no effect,no effect,0.455546123,0.28155778216691574,4.318181818181818,4.765151515151516,23.424242424242426,22.386363636363637
97,5/29/2024,Sansa,1.0842105263157893,,no effect,up,0.42010585193458794,0.019624787050887653,7.0606060606060606,6.5606060606060606,24.189393939393938,22.310606060606062
98,5/29/2024,Sansa,0.9203454894433782,,no effect,no effect,0.6640600145385593,0.12631276722177792,2.606060606060606,2.742424242424242,7.265151515151516,7.893939393939394
99,5/29/2024,Sansa,1.0462633451957295,,no effect,no effect,0.089905877,0.5375051561158499,2.2954545454545454,2.8484848484848486,4.454545454545454,4.257575757575758
101,5/29/2024,Sansa,1.064039408866995,,no effect,no effect,0.47221883906055706,0.5353550599141883,0.48484848484848486,0.5606060606060606,1.6363636363636365,1.5378787878787878
102,5/29/2024,Sansa,1.2436594202898552,,no effect,up,0.39319749099567547,7.055754310662796e-05,4.696969696969697,4.371212121212121,10.401515151515152,8.363636363636363
103,5/29/2024,Sansa,0.9906890130353817,,no effect,no effect,0.5356841556517691,0.8504211891890171,7.242424242424242,7.037878787878788,8.060606061,8.136363636363637
104,5/29/2024,Sansa,1.248780487804878,,no effect,up,0.7230642034686781,1.152134645146607e-07,5.121212121212121,4.992424242424242,15.515151515151516,12.424242424242424
105,5/29/2024,Sansa,1.106060606060606,,no effect,no effect,0.7613636393560961,0.4366669472797693,0.9393939393939394,0.9772727272727273,1.106060606060606,1
109,5/29/2024,Sansa,1.1104185218165628,,no effect,no effect,0.7860003158223682,0.056343901,3.242424242424242,3.143939393939394,9.446969696969697,8.507575757575758
110,5/29/2024,Sansa,0.9476309226932668,,no effect,no effect,0.40286610754707997,0.530789271,3.3181818181818183,3.515151515151515,2.878787878787879,3.037878787878788
111,5/29/2024,Sansa,0.9218910585817062,,no effect,no effect,0.6676767544452519,0.2974974451434279,5.348484848484849,5.2272727272727275,6.795454545454546,7.371212121212121
112,5/29/2024,Sansa,1.0688705234159779,,no effect,no effect,0.6037706153254907,0.26291906032957557,2.856060606060606,2.984848484848485,5.878787878787879,5.5
113,5/29/2024,Sansa,1.017723880597015,,no effect,no effect,0.8689857383047743,0.6637941696291295,7.742424242424242,7.681818181818182,8.265151515151516,8.121212121212121
116,5/29/2024,Sansa,1.0488158530691154,,no effect,no effect,0.6744029719769986,0.2372267727706875,12.484848484848484,12.287878787878787,16.439393939393938,15.674242424242424
117,5/29/2024,Sansa,0.9741784037558686,,no effect,no effect,0.15248346399612048,0.8002318645480235,3.4318181818181817,4.053030303030303,3.143939393939394,3.227272727272727
118,5/29/2024,Sansa,0.8915662650602408,,no effect,no effect,0.8134934683485567,0.49892664595564995,0.9166666666666666,0.946969697,0.5606060606060606,0.6287878787878788
120,5/29/2024,Sansa,1.1270718232044201,,no effect,no effect,0.1372454048543898,0.14270481496841778,3.8863636363636362,4.401515151515151,4.636363636363637,4.113636363636363
121,5/29/2024,Sansa,1.1190817790530847,,no effect,no effect,0.39682407328956637,0.068604941,5.75,6.037878787878788,5.909090909090909,5.28030303
122,5/29/2024,Sansa,0.9962686567164181,,up,no effect,0.035706457,0.9317541486513221,9.886363636363637,9.189393939,8.090909090909092,8.121212121212121
123,5/29/2024,Sansa,1.2063492063492063,,down,no effect,0.02092703,0.2673083080044337,0.696969697,1.0075757575757576,1.1515151515151516,0.9545454545454546
124,5/29/2024,Sansa,1.28,,up,no effect,0.041627030300342226,0.1797994811116046,2.787878787878788,1.9393939393939394,1.9393939393939394,1.5151515151515151
126,5/29/2024,Sansa,1.0045207956600362,,no effect,no effect,0.3275540770577686,0.9257231615990719,7.6893939393939394,8.030303030303031,8.416666666666666,8.378787878787879
131,5/29/2024,Sansa,1.222972972972973,,no effect,up,0.43625385783697146,0.000729523,6.128787878787879,6.446969696969697,6.856060606060606,5.606060606060606
133,5/29/2024,Sansa,1.1226831421006178,,up,up,0.010850281,0.006698058,9.916666666666666,9.075757575757576,9.636363636363637,8.583333333333334
136,5/29/2024,Sansa,1.0324786324786326,,no effect,no effect,0.4956238398418754,0.7062628695949867,2.037878787878788,1.871212121212121,4.575757575757576,4.431818181818182
147,5/29/2024,Sansa,1.1129831516352826,,up,no effect,0.010918579022048328,0.12071811827925183,8.5,7.363636363636363,8.507575757575758,7.643939393939394
149,5/29/2024,Sansa,0.99790795,,no effect,no effect,0.33851949357854205,0.982723501,1.4848484848484849,1.2424242424242424,3.6136363636363638,3.621212121212121
150,5/29/2024,Sansa,1.2113970588235294,,no effect,up,0.18321975186879227,0.000897694,7.196969696969697,6.575757575757576,9.984848484848484,8.242424242424242
151,5/29/2024,Sansa,1.1655844155844155,,no effect,up,0.4384036146781731,0.015657656681403627,4.257575757575758,3.962121212121212,8.159090909090908,7
155,5/29/2024,Sansa,1.2294863242161442,,no effect,up,0.054518542,0.000155915,9.886363636363637,8.598484848484848,13.962121212121213,11.356060606060606
156,5/29/2024,Sansa,1.0671140939597317,,no effect,no effect,0.7418515550661717,0.2563108817142349,3.3181818181818183,3.212121212121212,7.2272727272727275,6.7727272727272725
160,5/29/2024,Sansa,1.0894409937888199,,no effect,no effect,0.4883491149723951,0.11578647699237025,5.795454545454546,5.484848484848484,13.287878787878787,12.196969696969697
163,5/29/2024,Sansa,1.0843989769820972,,no effect,no effect,0.23580010970522097,0.088153744,6.681818181818182,6.21969697,12.848484848484848,11.848484848484848
164,5/29/2024,Sansa,1.168421052631579,,up,no effect,0.002072593,0.11583746366479698,1.3181818181818181,0.8636363636363636,2.522727272727273,2.159090909090909
166,5/29/2024,Sansa,1.0816717791411044,,no effect,no effect,0.2421280360542175,0.1888300306996277,8.007575757575758,7.174242424242424,21.37121212121212,19.757575757575758
167,5/29/2024,Sansa,1.3687688821752264,,no effect,up,0.12985173136733094,0.003814033,15.484848484848484,10.68939393939394,54.916666666666664,40.121212121212125
168,5/29/2024,Sansa,1.3125000000000002,,no effect,no effect,0.1206859969278035,0.08811955,1.9924242424242424,1.5378787878787878,1.4318181818181819,1.0909090909090908
174,5/29/2024,Sansa,1.0564024390243902,,no effect,no effect,0.5876580002611924,0.4254978819153127,2.196969696969697,2.053030303030303,5.25,4.96969697
175,5/29/2024,Sansa,1.095669687814703,,no effect,no effect,0.20482011664412117,0.24214694531357078,2.4545454545454546,2.0303030303030303,8.242424242424242,7.5227272727272725
176,5/29/2024,Sansa,1.1386353759235113,,no effect,no effect,0.26834057809378997,0.095547244,4.924242424242424,4.0227272727272725,19.848484848484848,17.431818181818183
177,5/29/2024,Sansa,1.0499207606973058,,no effect,no effect,0.4562875455095071,0.5222864177362578,4.090909090909091,3.75,10.037878787878787,9.560606061
183,5/29/2024,Sansa,0.9150474469046543,,no effect,no effect,0.40956852225956775,0.11337761248842688,12.734848484848484,13.43939393939394,15.340909090909092,16.765151515151516
184,5/29/2024,Sansa,1.0138339920948616,,no effect,no effect,0.38987690408695774,0.8432758267037501,8.787878787878787,8.348484848484848,7.7727272727272725,7.666666666666667
185,5/29/2024,Sansa,1.0628019323671498,,no effect,no effect,0.12049715092438788,0.34169234994243347,5.5227272727272725,6.378787878787879,8.333333333333334,7.840909090909091
187,5/29/2024,Sansa,1.0386075949367088,,no effect,no effect,0.5356805912210411,0.4082641368995228,12.227272727272727,12.628787878787879,12.431818181818182,11.969696969696969
